,kita_name,kita_address,kita_spots,plz
647,kita fritz-flinte-ring,"22309 Hamburg, Fritz-Flinte-Ring 98",0,22309
648,kita gropiusring,"22309 Hamburg, Gropiusring 41",0,22309
649,kita steilshooper allee,"22309 Hamburg, Steilshooper Allee 30",0,22309
650,ev. kindertagesstätte martin-luther-king,"22309 Hamburg, Edwin-Scharff-Ring 43",0,22309
651,kita georg-raloff-ring,"22309 Hamburg, Georg-Raloff-Ring 11",50,22309
652,kath. kindertagestätte st. johannis,"22309 Hamburg, Gründgensstraße 32",60,22309
653,integrative kita noldering,"22309 Hamburg, Noldering 35",70,22309
654,kindergarten natur - wichtel,"22309 Hamburg, Fritz-Flinte-Ring 25",18,22309
655,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Gropiusring 44",0,22309
656,kita pusteblume (gustav-seitz- weg),"22309 Hamburg, Gustav-Seitz- Weg 4",28,22309
657,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Erich-Ziegel-Ring 43 a",0,22309
658,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Fritz-Flinte-Ring 22 c",0,22309
659,stiftung kindergärten finkenau `fuhlinge´,"22309 Hamburg, Fuhlsbüttler Straße 405  Haus 47",0,22309
660,kita am blumenacker,"22335 Hamburg, Am Blumenacker 15",0,22335
661,kita erdkampsweg,"22335 Hamburg, Erdkampsweg 154",0,22335
662,kita höhenstieg,"22335 Hamburg, Höhenstieg 5",117,22335
663,kindergarten st. lukas,"22335 Hamburg, Hummelsbütteler Kirchenweg 3",62,22335
664,kindergarten brombeerkinder,"22335 Hamburg, Brombeerweg 33",0,22335
665,kita erdkampsweg,"22335 Hamburg, Erdkampsweg 64",65,22335
666,kindergarten maienweg,"22335 Hamburg, Maienweg 272",20,22335
667,sport– und bewegungskindertagesstätte,"22335 Hamburg, Lüttkoppel 1",75,22335
668,kita 'lütte sternenkieker' (erdkampsweg),"22335 Hamburg, Erdkampsweg 80-84",0,22335
669,kinderzimmer alsterberg,"22335 Hamburg, Rotbuchenhain 11",0,22335
670,kita justus-strandes-weg,"22337 Hamburg, Justus-Strandes-Weg 15",0,22337
671,kita sodenkamp,"22337 Hamburg, Sodenkamp 3",0,22337
672,kita - natur kinderladen pinocchio,"22337 Hamburg, Wellingsbütteler Landstraße 223",0,22337
673,ev. kindertagesstätte ohlsdorf,"22337 Hamburg, Fuhlsbüttler Straße 656 a",53,22337
674,ev. kindertagesstätte maria magdalenen,"22337 Hamburg, Stübeheide 173",90,22337
675,kindergarten böckelweg,"22337 Hamburg, Böckelweg 28",0,22337
676,kindergarten `die kleinen borsteler´,"22337 Hamburg, Friedhofsweg 7",0,22337
677,kita alstertal,"22337 Hamburg, Alsterdorfer Straße 523",50,22337
678,deutsch-spanischer kindergarten hamburg,"22337 Hamburg, Alsterdorfer Straße 562",0,22337
679,kita hummelsbüttler hauptstraße,"22339 Hamburg, Hummelsbüttler Hauptstraße 105",0,22339
680,ev. kindertagesstätte theodor-wenzel-haus,"22339 Hamburg, Hummelsbütteler Weg 82",0,22339
681,ev.-luth.kirchengemeinde poppenbüttel kindertagesstätte philemon,"22339 Hamburg, Häherweg 1a",90,22339
682,ev. integrations-kita christophorus,"22339 Hamburg, Poppenbüttler Stieg 25",40,22339
683,privatkindergarten petra mikuteit,"22339 Hamburg, Hummelsbüttler Hauptstraße 72 a",22,22339
684,kita in der schule ohkamp,"22339 Hamburg, Ohkampring 13",0,22339
685,waldkindergarten `die schlaufüchse´,"22339 Hamburg, Raakmoorgrund",26,22339
686,ev. kindertagesstätte farmsener landstrasse 75,"22359 Hamburg, Farmsener Landstrasse 75",84,22359
687,"ev. kita/hort st. johannes, volksdorf","22359 Hamburg, Volksdorfer Damm 61d",0,22359
688,kath. kindergarten heilig kreuz,"22359 Hamburg, Farmsener Landstraße 181",90,22359
689,kindergarten buckhorn `die waldkinder´,"22359 Hamburg, Volksdorfer Damm 74",0,22359
690,waldorfkindergarten der christengemeinschaft `hamburg volksdorf´,"22359 Hamburg, Rögeneck 23",66,22359
691,kindergarten volksdorf e.v.,"22359 Hamburg, Vörn Barkholt 7a",80,22359
692,kindergarten im waldörfer gymnasium,"22359 Hamburg, Im Allhorn 45",14,22359
693,waldkinder wichelnbusch,"22359 Hamburg, Wichelnbusch 2",15,22359
694,kinderladen lille hüs,"22359 Hamburg, Dorfwinkel 11",13,22359
695,kindertagesstätte libelle,"22359 Hamburg, Buchenkamp 60",140,22359
696,kita himmelblau volksdorf,"22359 Hamburg, Steinreye 23",120,22359
697,waldkindergarten wurzelwichte,"22359 Hamburg, Moorbekweg 99",23,22359
698,kita rabenhorst,"22391 Hamburg, Rabenhorst 11",0,22391
699,kindergarten ev.-luth. kirchengemeinde wellingsbüttel,"22391 Hamburg, Schwarzbuchenweg 40",57,22391
700,stiftung kindergärten finkenau `ratz und rübe bilingual´,"22391 Hamburg, Friedrich-Kirsten-Straße 2",60,22391
701,stiftung kindergärten finkenau `wurzelkinder bilingual´,"22391 Hamburg, Eckerkamp 18",30,22391
702,kindergarten rolfincken,"22391 Hamburg, Rolfinckstraße 6",40,22391
703,privater kindergarten  rolfinckstraße,"22391 Hamburg, Rolfinckstraße 28 a",0,22391
704,kinderhaus pfefferminzkamp e.v.,"22391 Hamburg, Kritenbarg 16",16,22391
705,kita mikuteit,"22393 Hamburg, Saseler Chaussee 239",32,22393
706,kita stadtbahnstraße   - saseler park -,"22393 Hamburg, Stadtbahnstraße 8",0,22393
707,ev. kindergarten lukas-sasel,"22393 Hamburg, Auf der Heide 15a",75,22393
708,vicelin kindergarten,"22393 Hamburg, Saseler Markt 7",80,22393
709,kath. kindergarten st. bernard,"22393 Hamburg, Langenstücken 40",70,22393
710,kindertagesstätte kinderstube,"22393 Hamburg, Kätnerwiese 7",24,22393
711,kindergarten redder,"22393 Hamburg, Redder 21",0,22393
712,kindergarten sasel haus,"22393 Hamburg, Saseler Parkweg 3",90,22393
713,kindertagesstätte `die wilde 13´,"22393 Hamburg, Kätnerwiese 5e",70,22393
714,kindergarten tigerente,"22393 Hamburg, Saselbekstraße 83",70,22393
715,"julian und marie kindertagesstätten gmbh, kita waldweg","22393 Hamburg, Waldweg 99",72,22393
716,waldorfkindergarten der christengemeinschaft hamburg bergstedt,"22395 Hamburg, Bergstedter Chaussee 209",59,22395
717,kita alsterredder,"22395 Hamburg, Alsterredder 28",0,22395
718,kita rodenbeker straße,"22395 Hamburg, Rodenbeker Str. 28",0,22395
719,ev. kindergarten bergstedt,"22395 Hamburg, Volksdorfer Damm 268 a",44,22395
720,kindergarten saseler mühlenweg,"22395 Hamburg, Saseler Mühlenweg 137",0,22395
721,kindergarten waki,"22395 Hamburg, Bergstedter Alte Landstraße 12",44,22395
722,kita entengarten,"22395 Hamburg, Bergstedter Markt 1",0,22395
723,waldkindergarten ameisenhaufen,"22395 Hamburg, Iland 52",23,22395
724,asb kita redderbarg,"22397 Hamburg, Redderbarg 50",42,22397
725,awo kita montessori kinderhaus,"22397 Hamburg, Huulkamp 10",80,22397
726,bewegungskindergarten wandermäuse,"22397 Hamburg, Eichelhäherkamp 3",0,22397
727,wohldorf/ohlstedt ev. kindergarten am kirchberg,"22397 Hamburg, Bredenbekstraße 57",56,22397
728,ev. kindergarten lemsahl-mellingstedt,"22397 Hamburg, Madacker 5",42,22397
729,kindertagesstätte tannenhof,"22397 Hamburg, Huulkamp 8",0,22397
730,waldkindergarten ohlstedt,"22397 Hamburg, Kupferredder 2",0,22397
731,kita duvenstedter berg,"22397 Hamburg, Duvenstedter Berg 58",0,22397
732,zwergenhaus,"22397 Hamburg, Schleusenredder 3b",45,22397
733,kita himmelblau duvenstedt,"22397 Hamburg, Duvenstedter Markt 8a",120,22397
734,kita kinderkreisel,"22397 Hamburg, Bredenbekkamp 20 a",0,22397
735,kita max kramp haus,"22397 Hamburg, Duvenstedter Markt 8",24,22397
736,waldkindergarten ohlstedt - waldameisen ggmbh,"22397 Hamburg, Kupferredder 2",40,22397
737,awo kita hohenbuchen,"22399 Hamburg, Poppenbüttler Hauptstraße 44",150,22399
738,awo kita löwenzahn,"22399 Hamburg, Tegelsbarg 2 h",120,22399
739,awo kita villa kunterbunt,"22399 Hamburg, Poppenbütteler Weg 197",90,22399
740,kita poppenbütteler weg,"22399 Hamburg, Poppenbütteler Weg 184",0,22399
741,kindergarten simon-petrus,"22399 Hamburg, Harksheider Straße 156",0,22399
742,karla adickes haus - kindertagesstätte der marktkirche poppenbüttel,"22399 Hamburg, Poppenbüttler Markt 2",0,22399
743,kinderland tegelsbarg,"22399 Hamburg, Johannes-Büll-Weg 1",0,22399
744,integrative kita eppiland,"22399 Hamburg, Poppenbütteler Weg 124 a",60,22399
745,kindergarten menschenskinder,"22399 Hamburg, Poppenbüttler Hauptstraße 46",0,22399
746,kita flughafenstraße,"22415 Hamburg, Flughafenstraße 89",0,22415
747,kita sandfoort,"22415 Hamburg, Sandfoort 39",0,22415
748,kita tannenweg,"22415 Hamburg, Tannenweg 50",0,22415
749,kindergarten eirene,"22415 Hamburg, Willersweg 31d",38,22415
750,ansgar kindergarten,"22415 Hamburg, Wördenmoorweg 22",28,22415
751,kath. montessori kindertagesstätte heilige familie,"22415 Hamburg, Tannenweg 16",72,22415
752,kita koboldhöhle,"22415 Hamburg, Sandfoort 114",28,22415
753,kita schritt für schritt,"22415 Hamburg, Tangstedter Landstraße 41",0,22415
754,kita tangstedter landstraße,"22417 Hamburg, Tangstedter Landstraße 152",0,22417
755,kita tweeltenmoor,"22417 Hamburg, Tweeltenmoor 10",0,22417
756,bilinguale kindertagesstätte heidberg,"22417 Hamburg, Anita-Sellenschloh-Ring 6",100,22417
757,kinderhaus zweistein (stockflethweg),"22417 Hamburg, Stockflethweg 160",0,22417
758,kita flügelkinder,"22417 Hamburg, Immenbarg 6",60,22417
759,naturkindergarten `die schlaufüchse´,"22417 Hamburg, Holitzberg 290",49,22417
760,kita dortmunder straße,"22419 Hamburg, Dortmunder Straße 44",0,22419
761,kita langenhorner chaussee,"22419 Hamburg, Langenhorner Chaussee 321 a",75,22419
762,ev. kindertagesstätte `an der käkenflur´,"22419 Hamburg, Käkenflur 22 a",55,22419
763,kath. montessori kindertagesstätte st.annen,"22419 Hamburg, Schmuggelstieg 22",130,22419
764,kinderhaus zweistein (foorthkamp),"22419 Hamburg, Foorthkamp 42",0,22419
765,bauspielplatz und spielhaus essener straße,"22419 Hamburg, Essener Straße 87b",0,22419
766,kita nordlichter an der asklepios klinik nord,"22419 Hamburg, Langenhorner Chaussee 560",127,22419
767,kita `spatzennest im valvo-park´,"22419 Hamburg, Tarpen 40   Haus 3",60,22419
768,kita brödermannsweg,"22453 Hamburg, Brödermannsweg 40",0,22453
769,ev. kindergarten st. peter,"22453 Hamburg, Borsteler Chaussee 139",24,22453
770,regenbogenkindergarten niendorf markt,"22453 Hamburg, Kollaustraße 241",56,22453
771,kita `die alsterkinder e.v.´,"22453 Hamburg, Borsteler Bogen 27",30,22453
772,kindergarten bayernweg e.v.,"22453 Hamburg, Rahweg 93",25,22453
773,kindergarten  burgunderweg,"22453 Hamburg, Burgunderweg 1",0,22453
774,kita himmelsstürmer ggmbh,"22453 Hamburg, Heselstücken 24",75,22453
775,kita in der schule burgunderweg,"22453 Hamburg, Burgunderweg 2",0,22453
776,kita inselkids e.v.,"22453 Hamburg, Brödermannsweg 49",0,22453
777,kita kinderpropeller,"22453 Hamburg, Weg beim Jäger 95",0,22453
778,kindergruppe wichtel  e.v.,"22453 Hamburg, Weg beim Jäger 127",13,22453
779,kita wagrierweg,"22455 Hamburg, Wagrierweg 16",0,22455
780,kita wernigeroder weg,"22455 Hamburg, Wernigeroder Weg 10",0,22455
781,ev. kindergarten verheißungskirche,"22455 Hamburg, Sachsenweg 2",0,22455
782,ev. kindergarten im immanuel-haus,"22455 Hamburg, Vielohweg 136",95,22455
783,kindertagesstätte `die moor-rüben´,"22455 Hamburg, Ohmoorring 3a",0,22455
784,kindergarten happy land,"22455 Hamburg, Quedlinburger Weg 68",33,22455
785,kinderstube sethweg e.v.,"22455 Hamburg, Garstedter Weg 187",25,22455
786,kita käptn kaninchen (jungliebstraße),"22457 Hamburg, Jungliebstraße 16",0,22457
787,kita käptn kaninchen (rönnkamp),"22457 Hamburg, Rönnkamp 1",0,22457
788,asb kita burgwedel,"22457 Hamburg, Burgwedel 3 a",42,22457
789,awo kita zauberburg,"22457 Hamburg, Grothwisch 23",83,22457
790,ev. kindertagesstätte der kirchengemeinde schnelsen,"22457 Hamburg, Anna-Susanna-Stieg 8",44,22457
791,ev. kindertagesheim schnelsen,"22457 Hamburg, Kriegerdankweg 25",75,22457
792,kindertagesheim des albertinen-diakoniewerkes,"22457 Hamburg, Süntelstraße 11a",132,22457
793,spielhaus wagrierweg,"22457 Hamburg, Wagrierweg 52 a",0,22457
794,spielhaus surcis goldinger,"22457 Hamburg, Grothwisch 10",0,22457
795,kindertagesstätte `bluma mekler´,"22457 Hamburg, Brüder-Hornemann-Straße 3",150,22457
796,kita die mütze,"22457 Hamburg, Schleswiger Damm 230",24,22457
797,kindertagesstätte löwenherz,"22457 Hamburg, Glißmannweg 3",0,22457
798,kita `die kindsköpfe´,"22457 Hamburg, Frohmestraße 28",45,22457
799,kita königskinderladen,"22457 Hamburg, Oldesloer Straße 122",35,22457
800,kita königskrabbler,"22457 Hamburg, Oldesloer Straße 130",20,22457
801,deutsch-spanischer kindergarten -la cometa-,"22459 Hamburg, Friedrich-Ebert-Straße 14",30,22459
802,kita bindfeldweg,"22459 Hamburg, Bindfeldweg 30",0,22459
803,kita graf-johann-weg,"22459 Hamburg, Graf-Johann-Weg 83",0,22459
804,kita jungborn,"22459 Hamburg, Jungborn 16 a",0,22459
805,kath. kindergarten st. ansgar,"22459 Hamburg, Niendorfer Kirchenweg 18",30,22459
806,kindergarten wurzelzwerge,"22459 Hamburg, Niendorfer Marktplatz 18-24",0,22459
807,kinderkrippe `die kindsköpfe-mini´,"22459 Hamburg, Heidlohstraße 2b",25,22459
808,kinderhaus fliewatuut,"22459 Hamburg, Paul-Sorge-Str. 108-110",28,22459
809,kinderhaus wundertüte,"22459 Hamburg, Frohmestraße 63 a",50,22459
810,kita leuchtboje,"22459 Hamburg, Lerchenkamp 8 a",0,22459
811,pakita praxisausbildungs- und kindertagesstätte,"22459 Hamburg, Niendorfer Marktplatz 5-7",55,22459
812,wald- und naturkindergarten  `abenteuerland´,"22459 Hamburg, Am Ree 24a",0,22459
813,ev.-luth. kindertagesstätte-martin luther kindergarten,"22523 Hamburg, Halstenbeker Weg 20",0,22523
814,kita lohkampstraße,"22523 Hamburg, Lohkampstrasse 41",0,22523
815,kita baumacker,"22523 Hamburg, Baumacker 8",0,22523
816,kita reemstückenkamp,"22523 Hamburg, Reemstückenkamp 5",0,22523
817,kindergarten johanneskirche der kirchengemeinde eidelstedt,"22523 Hamburg, Dallbregen 1",60,22523
818,ev. kita marien,"22523 Hamburg, Redingskamp 24",116,22523
819,stiftung kindergärten finkenau `kinderhaus furtweg´,"22523 Hamburg, Furtweg 51",75,22523
820,spielhaus  eidelstedt,"22523 Hamburg, Wiebelstraße 10",0,22523
821,kita in der schule rungwisch,"22523 Hamburg, Rungwisch 23",0,22523
822,kita turnzwerge des sv eidelstedt hamburg,"22523 Hamburg, Redingskamp 25 (auf dem Vereinsgelände)",25,22523
823,kita försterweg 6,"22525 Hamburg, Försterweg 6",80,22525
824,kita försterweg 51,"22525 Hamburg, Försterweg 51",0,22525
825,kindergarten ` zum guten hirten ´,"22525 Hamburg, Försterweg 12",40,22525
826,kindertagesstätte `im volkspark´,"22525 Hamburg, Hellgrundweg 6",0,22525
827,kita langenfelder damm,"22525 Hamburg, Langenfelder Damm 97",0,22525
828,kindervilla sola bona,"22525 Hamburg, Kieler Straße 602",26,22525
829,krippe und kita `bunte erdmännchen´,"22525 Hamburg, Kieler Straße 366",45,22525
830,bilinguale kindertagesstätte nubeluz,"22525 Hamburg, Uwestraße 5",40,22525
831,bewegungskita-eimsbüttel,"22527 Hamburg, Julius-Vosseler-Straße 195a",0,22527
832,kita jugendstraße,"22527 Hamburg, Jugendstraße 19",0,22527
833,kita oldenburger straße,"22527 Hamburg, Oldenburger Straße 74",55,22527
834,kindergarten der elisabethkirche kirchengemeinde eidelstedt,"22527 Hamburg, Eidelstedter Dorfstraße 29",50,22527
835,kinderhaus janusz korczak,"22527 Hamburg, Hagenbeckstraße 39 a",107,22527
836,kindertagesstätte alten eichen,"22527 Hamburg, Wördemanns Weg 19 - 35",150,22527
837,kita kleine entdecker,"22529 Hamburg, Kollaustraße 6-8",50,22529
838,kita vizelinstraße,"22529 Hamburg, Vizelinstraße 48",0,22529
839,ev.-luth. kindergarten lutherbuche,"22529 Hamburg, Bei der Lutherbuche 36",90,22529
840,stiftung kindergärten finkenau `kita antje bilingual´,"22529 Hamburg, Hugh-Greene-Weg 6",40,22529
841,stiftung kindergärten finkenau `mucklas bilingual´,"22529 Hamburg, Kollaustr. 67-69",0,22529
842,kindergarten des lycée français de hambourg,"22529 Hamburg, Hartsprung 23",0,22529
843,kindergarten kinderspielkreis lokstedt,"22529 Hamburg, Sottorfallee 9",24,22529
844,kindergarten `krümelkiste´,"22529 Hamburg, Hinter der Lieth 2a",22,22529
845,kinderstube lokstedt e.v.,"22529 Hamburg, Niendorfer Straße 41",25,22529
846,kita „troplo kids“,"22529 Hamburg, Stresemannallee 103",100,22529
847,kindertagesstätte `die kindergemeinschaft´,"22529 Hamburg, Rütersbarg 24-26",40,22529
848,elbpiraten kita wiben-peter-straße,"22529 Hamburg, Wiben-Peter-Straße 11",0,22529
849,kinderhaus lokstedt,"22529 Hamburg, Emil-Andresen-Straße 32",100,22529
850,kinderladen papelucho,"22529 Hamburg, Rütersbarg 22",18,22529
851,krabbelkoje,"22529 Hamburg, Butenfeld 19",14,22529
852,kita le petit monde,"22529 Hamburg, Grelckstraße 30",80,22529
853,kinderhaus schatzkiste,"22529 Hamburg, Behrmannplatz 3",100,22529
854,stiftung kindergärten finkenau `antje 2.0´,"22529 Hamburg, Hugh-Greene-Weg 2",0,22529
855,kinderstadt kita lokstedt,"22529 Hamburg, Lokstedter Steindamm 51",70,22529
856,stiftung kindergärten finkenau `mobi´,"22529 Hamburg, Grandweg 95 a-d",0,22529
857,awo kita morgenröte,"22547 Hamburg, Langbargheide 15",20,22547
858,kita swatten weg,"22547 Hamburg, Swatten Weg 10 a",0,22547
859,kita kleiberweg,"22547 Hamburg, Kleiberweg 97",0,22547
860,kita elbgaustraße,"22547 Hamburg, Elbgaustraße 172 h",130,22547
861,"evang. kindertagesheim zu den zwölf aposteln ,lurup","22547 Hamburg, Boberstraße 6",140,22547
862,kindergarten emmaus,"22547 Hamburg, Kleiberweg 115",36,22547
863,kindertagesstätte moorwisch,"22547 Hamburg, Moorwisch 2",166,22547
864,kath. kindergarten st. jakobus,"22547 Hamburg, Jevenstedter Str. 111",25,22547
865,kinderland lurup,"22547 Hamburg, Eckhoffplatz 26",0,22547
866,spielhaus fahrenort,"22547 Hamburg, Fahrenort 55",0,22547
867,kinderstube veermoor,"22547 Hamburg, Swatten Weg 10",40,22547
868,kindertagesheim holzwurm,"22547 Hamburg, Netzestraße 72 a",0,22547
869,kita im stadtteilhaus lurup,"22547 Hamburg, Böverstland 38",72,22547
870,kita in der schule franzosenkoppel,"22547 Hamburg, Franzosenkoppel 118",0,22547
871,kita teddybär,"22547 Hamburg, Luruper Hauptstraße 256",0,22547
872,bilinguela kita lüttkamp,"22547 Hamburg, Lüttkamp 35",37,22547
873,awo kita chi-kita,"22549 Hamburg, Friedrich-Schöning-Weg 10",75,22549
874,kita achtern born,"22549 Hamburg, Achtern Born 78",0,22549
875,kita immenbusch,"22549 Hamburg, Immenbusch 2",0,22549
876,kita knabeweg,"22549 Hamburg, Knabenweg 16",0,22549
877,kita glückstädter weg,"22549 Hamburg, Glückstädter Weg 77",0,22549
878,kita kroonhorst,"22549 Hamburg, Kroonhorst 117",0,22549
879,ev. integrations-kindertagesstätte maria magdalena,"22549 Hamburg, Achtern Born 127",0,22549
880,ev. kindertagesstätte binsenort,"22549 Hamburg, Binsenort 10",90,22549
881,haus mignon krippe,"22549 Hamburg, Rugenbarg 22",14,22549
882,kindertagesstätte `pfiffikus´,"22549 Hamburg, Knabeweg 1",75,22549
883,kita grashüpfer,"22549 Hamburg, Sandort 17",23,22549
884,kita am spielhafen,"22549 Hamburg, Bornheide 99",35,22549
885,kita flur-spatz,"22549 Hamburg, Flurstraße 7",36,22549
886,kita wedeler landstraße,"22559 Hamburg, Wedeler Landstraße 2",0,22559
887,ev. kindertagesstättenwerk altona/blankenese kindertagesstätte rissen,"22559 Hamburg, Rissener Busch 38",100,22559
888,ev. johannes- krippe,"22559 Hamburg, Wedeler Landstraße 7",26,22559
889,kindertagesstätte alte post,"22559 Hamburg, Am Rissener Bahnhof 3",0,22559
890,kindergarten zaubermäuse e.v.,"22559 Hamburg, Rissener Dorfstraße 51",0,22559
891,kita rissener racker an der asklepios westklinikum,"22559 Hamburg, Suurheid 20, Haus 9",60,22559
892,kita gabriele friedl,"22559 Hamburg, Wedeler Landstraße 88 b",0,22559
893,kinderhaus grot sahl,"22559 Hamburg, Grot Sahl 22",0,22559
894,waldkindergarten rissen,"22559 Hamburg, Grot Sahl 22",66,22559
895,bilinguale kita blankenese,"22587 Hamburg, Schenefelder Landstraße 1",60,22587
896,blankeneser waldorfkindergarten e. v.,"22587 Hamburg, Schenefelder Landstraße 34",0,22587
897,spielstunde ev.-luth. kiga blankenese im bereich der fÜak,"22587 Hamburg, Manteuffelstraße 20",0,22587
898,evangelische kindertagesstätte im bereich der führungsakademie der bundeswehr,"22587 Hamburg, Manteuffelstraße 20",118,22587
899,ev. kindergarten blankenese,"22587 Hamburg, Mühlenberger Weg 60a",150,22587
900,kath. kindergarten maria grün,"22587 Hamburg, Schenefelder Landstraße 3",0,22587
901,kindergruppe blankenese e.v.,"22587 Hamburg, Oesterleystraße 20 a",17,22587
902,blankeneser zwerge,"22587 Hamburg, Mühlenberger Weg 68",16,22587
903,kindergruppe kahlkamp,"22587 Hamburg, Kahlkamp 9",15,22587
904,natur- und waldkita stadt-land-fluss,"22587 Hamburg, Falkensteiner Weg 3",25,22587
905,kita gosslers park,"22587 Hamburg, Blankeneser Landstraße 2a",20,22587
906,kita hasenhöhle,"22587 Hamburg, Hasenhöhe 63",0,22587
907,strollers kinderhaus,"22587 Hamburg, Erik-Blumenfeld-Platz 13",65,22587
908,asb kita kinderhaus loewenberg,"22589 Hamburg, Musäusstraße 24",60,22589
909,davidswagen,"22589 Hamburg, Sülldorfer Landstraße 104",0,22589
910,kita iserbrooker weg,"22589 Hamburg, Iserbrooker Weg 5",0,22589
911,kita eichengrund,"22589 Hamburg, Eichengrund 27",0,22589
912,ev. kindergarten hamburg-iserbrook,"22589 Hamburg, Schenefelder Landstraße 198",100,22589
913,ev. kindertagesstätte sülldorf,"22589 Hamburg, Sülldorfer Kirchenweg 187",60,22589
914,kinderhaus blümchen,"22589 Hamburg, Loewenbergstraße 4",0,22589
915,kindergarten sapperweg,"22589 Hamburg, Sapperweg 9",0,22589
916,kindergruppe in den elbvororten e.v.,"22589 Hamburg, Schenefelder Landstrasse 87",22,22589
917,kindertagesstätte lütt iserbrook,"22589 Hamburg, Lütt Iserbrook 41",0,22589
918,kinderhaus iserbrook-sülldorf,"22589 Hamburg, Schenefelder Holt 85 d",20,22589
919,kindertagesstätte `lütt tabea´,"22589 Hamburg, Bockhorst 122",0,22589
920,mulles kindergarten,"22589 Hamburg, Osdorfer Landstraße 323 a",0,22589
921,kita zur förderung der waldorfpädagogik,"22589 Hamburg, Iserbrooker Weg 62",0,22589
922,montessori kinderhaus iserbrook,"22589 Hamburg, Schenefelder Holt 137",19,22589
923,kita holmbrook,"22605 Hamburg, Holmbrook 12",0,22605
924,kita bernadottestraße,"22605 Hamburg, Bernadottestraße 128 a",27,22605
925,kita elbchaussee,"22605 Hamburg, Elbchaussee 174",0,22605
926,kindertagesstätte christuskirche othmarschen,"22605 Hamburg, Roosens Weg 28 c",148,22605
927,kindergarten am jenischpark,"22605 Hamburg, Ohnsorgweg 16",25,22605
928,kinderhaus altona,"22605 Hamburg, Trenknerweg 108",18,22605
929,kinderhaus reventlowstraße,"22605 Hamburg, Reventlowstraße 56",22,22605
930,kita tante d,"22605 Hamburg, Hochrad 29",0,22605
931,kita wichmannstraße,"22607 Hamburg, Wichmannstraße  31",0,22607
932,"evangelische kindertagesstätte bugenhagen, groß-flottbek","22607 Hamburg, Bei der Flottbeker Mühle 25b",80,22607
933,ev.-luth.kindertagesstätte in der melanchthonkirchengemeinde,"22607 Hamburg, Ebertallee 55",102,22607
934,ev. kita-werk blankenese kindertagesstätte seestraße,"22607 Hamburg, Seestraße 1",110,22607
935,ev. kindertagesstätte windmühlenweg,"22607 Hamburg, Windmühlenweg 19",0,22607
936,kath. kindergarten st. paulus- augustinus,"22607 Hamburg, Ebertallee 11a",0,22607
937,kinderwelt@desy,"22607 Hamburg, Notkestraße 85",100,22607
938,kinderhaus bahrenfeld e.v.,"22607 Hamburg, Wichmannstraße 13 a",32,22607
939,kindergarten kinderkreis 52,"22607 Hamburg, Onckenstraße 1 b",28,22607
940,kindertagesheim rasselbande,"22607 Hamburg, Notkestraße 23",40,22607
941,kinderhaus osteresch,"22607 Hamburg, Osteresch 18-20",40,22607
942,kita `villa vivendi´  flottbek,"22607 Hamburg, Osdorfer Weg 64",0,22607
943,kinderzimmer villa flottbek,"22607 Hamburg, Beselerstraße 19",0,22607
944,kleiner waldorfkindergarten kanzleistrasse,"22609 Hamburg, Kanzleistr.8",16,22609
945,waldorf kindergarten an der rudolf steiner schule hamburg-nienstedten,"22609 Hamburg, Elbchaussee 366",48,22609
946,suse-könig-kindergarten,"22609 Hamburg, Heimburgstraße 4",64,22609
947,evangelische kita st. simeon,"22609 Hamburg, Dörpfeldstraße 56",30,22609
948,ev. kindertagesstätte nienstedten,"22609 Hamburg, Rupertistraße 47",110,22609
949,kindergarten im haus mignon,"22609 Hamburg, Christian-F.-Hansen-Straße 5",28,22609
950,montessori kinderhaus an der elbe e.v.,"22609 Hamburg, Jenischstraße 48",44,22609
951,kindergarten rund und bunt e.v.,"22609 Hamburg, Heinrich-Plett-Straße 1b",56,22609
952,fröbel-kindergarten `elbwichtel´,"22609 Hamburg, Osdorfer Landstrraße 137",101,22609
953,kita zwergenaufstand,"22761 Hamburg, Bahrenfelder Chaussee 45",55,22761
954,asb kita räuberhöhle,"22761 Hamburg, Theodorstraße 42-90  Haus Nr. 12",40,22761
955,kita daimlerstraße,"22761 Hamburg, Bei der Paul-Gerhardt-Kirche 16",0,22761
956,kindertagesstätten der luthergemeinde,"22761 Hamburg, Lutherhöhe 22 (& Lyserstr. 25)",124,22761
957,kindertagesstätte sibeliusstraße,"22761 Hamburg, Sibeliusstraße 20",30,22761
958,kindertagesstätte stahltwiete,"22761 Hamburg, Stahltwiete 11",66,22761
959,kita bunte töne bahrenfeld,"22761 Hamburg, Haydnstraße 1",40,22761
960,elbpiraten kita gasstraße,"22761 Hamburg, Gasstraße 18",80,22761
961,kita sco (sport-club ottensen),"22761 Hamburg, Mendelssohnstraße 86",0,22761
962,integrative bewegungskindertagesstätte,"22761 Hamburg, Bertrand-Russell-Straße 4",0,22761
963,kita nesthäkchen,"22761 Hamburg, Haydnstraße 30",43,22761
964,kita nordvind,"22761 Hamburg, Theodorstraße 42 – 90   Haus 9",72,22761
965,kinderladen `die wilde 13´,"22761 Hamburg, Bei der Paul-Gerhardt-Kirche 2",42,22761
966,mendelssohn-kita,"22761 Hamburg, Bahrenfelder Chaussee 77",55,22761
