,kita_name,kita_address,kita_spots
425,stiftung kindergärten finkenau `frieberg´,"22081 Hamburg, Friedrichsberger Straße 18","bilingual dt/engl., integration, halboffenes konzept,"
426,kita bachstraße,"22083 Hamburg, Bachstrasse 80","<a href=""../hamburg/22083/hufnerstrasse19a.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte alt-barmbek</b></a>"
427,kindertagesstätte alt-barmbek,"22083 Hamburg, Hufnerstraße 19 a",80
428,stiftung kindergärten finkenau `finkis´,"22083 Hamburg, Alten Schützenhof 17 - 19",42
429,stiftung kindergärten finkenau `flohkiste´,"22083 Hamburg, Weidestraße 126",71
430,stiftung kindergärten finkenau `flohkiste ii´,"22083 Hamburg, Weidestraße 126",50
431,stiftung kindergärten finkenau `kleine füße´,"22083 Hamburg, Imstedt 17",40
432,kath. kindergarten st. sophien,"22083 Hamburg, Elsastraße 46",44
433,integrative kindertagesstätte brummkreisel,"22083 Hamburg, Schumannstraße 4",32
434,kinderladen mozartstrasse e.v.,"22083 Hamburg, Mozartstraße 35",22
435,kinderstube mini-mäuse,"22083 Hamburg, Mozartstraße 33",0
436,kita feuerwache e. v.,"22083 Hamburg, Bachstraße 98",85
437,kindergarten murmeltier,"22083 Hamburg, Schleidenstraße 4","<a href=""../hamburg/22083/beimaltenschuetzenhof4.php"" target=""_blank"" title=""Kita ansehen""><b>kita barmbeker lachmöwen e. v.</b></a>"
438,kita barmbeker lachmöwen e. v.,"22083 Hamburg, Beim Alten Schützenhof 4",40
439,fröbel-kindergarten `hamburger meile´,"22083 Hamburg, Hamburger Straße 19",75
440,kinderladen pirateninsel e.v.,"22083 Hamburg, Humboldtstraße 77",26
441,kita winterhuder weg,"22085 Hamburg, Winterhuder Weg 11","<a href=""../hamburg/22085/hofweg78.php"" target=""_blank"" title=""Kita ansehen""><b>kinderinsel auf der uhlenhorst</b></a>"
442,kinderinsel auf der uhlenhorst,"22085 Hamburg, Hofweg 79",0
443,kita bullerbü e.v.,"22085 Hamburg, Kanalstraße 16",40
444,krippe bumblebees,"22085 Hamburg, Heinrich-Hertz-Straße 33",24
445,apoidea e.v.  krippe herderstraße,"22085 Hamburg, Herderstraße 36",<br/>
446,kita elisenstraße,"22087 Hamburg, Elisenstraße 6","<a href=""../hamburg/22087/ifflandstrasse30.php"" target=""_blank"" title=""Kita ansehen""><b>evangelisches kindertagesheim st. gertrud</b></a>"
447,evangelisches kindertagesheim st. gertrud,"22087 Hamburg, Ifflandstraße 30","<a href=""../hamburg/22087/immenhof6.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten st. gertrud</b></a>"
448,kindergarten st. gertrud,"22087 Hamburg, Immenhof 6",40
449,kindertagesheim `auf der uhlenhorst´,"22087 Hamburg, Papenhuder Straße 26",55
450,krippenhaus in der ifflandstrsse,"22087 Hamburg, Ifflandstraße 69",30
451,kita  ifflandstrasse,"22087 Hamburg, Ifflandstraße 69",<br/>
452,awo kita auenstraße,"22089 Hamburg, Auenstraße 20 b",130
453,awo kita hasselbrook,"22089 Hamburg, Hasselbrookstraße 164",80
454,casa de moloon hort in der schule wielandstraße,"22089 Hamburg, Wielandstraße 9",0
455,kindergarten versöhnungskirche,"22089 Hamburg, Eilbektal 15",40
456,kindergarten friedenskirche,"22089 Hamburg, Papenstraße 68",54
457,kindertagesheim `tilemann-hort´ der stiftung eilbeker gemeindehaus,"22089 Hamburg, Ritterstraße 29",90
458,kita eilbeker weg,"22089 Hamburg, Eilbeker Weg 51 - 53",45
459,bilinguale kindertagesstätte luisito,"22089 Hamburg, Hammer Steindamm 44","<a href=""../hamburg/22089/hirschgraben44.php"" target=""_blank"" title=""Kita ansehen""><b>kinderladen kindertraum</b></a>"
460,kinderladen kindertraum,"22089 Hamburg, Hirschgraben 44",20
461,kita paul und max (wandsbeker chaussee),"22089 Hamburg, Wandsbeker Chaussee 105",25
462,kita paula und max (eilbeker weg),"22089 Hamburg, Eilbeker Weg 39",<br/>
463,kita bauerberg,"22111 Hamburg, Bauerberg 38","<a href=""../hamburg/22111/blostwiete2.php"" target=""_blank"" title=""Kita ansehen""><b>kita blostwiete</b></a>"
464,kita blostwiete,"22111 Hamburg, Blostwiete 2","<a href=""../hamburg/22111/hornerweg95a.php"" target=""_blank"" title=""Kita ansehen""><b>kita horner weg</b></a>"
465,kita horner weg,"22111 Hamburg, Horner Weg 95 a","<a href=""../hamburg/22111/beidermartinskirche8.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kita martin in hamburg horn</b></a>"
466,ev. kita martin in hamburg horn,"22111 Hamburg, Bei der Martinskirche 8","<a href=""../hamburg/22111/washingtonallee65.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten der timotheus - gemeinde zu horn</b></a>"
467,kindergarten der timotheus - gemeinde zu horn,"22111 Hamburg, Washingtonallee 65",60
468,kath. kindertagesstätte st. paulus,"22111 Hamburg, Öjendorfer Weg 4",190
469,kindergarten falkennest,"22111 Hamburg, Öjendorfer Weg 32",78
470,kindertagesstätte billstedt centrum,"22111 Hamburg, Billstedter Hauptstrasse 52-54",85
471,kita puzzlestein,"22111 Hamburg, Kreuzkirchenstieg 6",115
472,bilingualer kindergarten david und goliath,"22111 Hamburg, Horner Landstraße 302","bilingual deut.-engl. , musikalische früherziehung"
473,kita kleine füchse,"22111 Hamburg, Beim Rauhen Hause 55",45
474,kita kleine wissenschaftler,"22111 Hamburg, Sievekingsallee 186","<a href=""../hamburg/22111/sandkamp8.php"" target=""_blank"" title=""Kita ansehen""><b>rasselbande horn</b></a>"
475,rasselbande horn,"22111 Hamburg, Sandkamp 8",30
476,kita sandkamp,"22111 Hamburg, Sandkamp 35",0
477,awo kita sonnenland,"22115 Hamburg, Sonnenland 27",70
478,kita franz-marc-straße,"22115 Hamburg, Franz-Marc-Straße 10","<a href=""../hamburg/22115/kandinskyallee25.php"" target=""_blank"" title=""Kita ansehen""><b>kita kandinskyallee</b></a>"
479,kita kandinskyallee,"22115 Hamburg, Kandinskyallee 25","<a href=""../hamburg/22115/mondrianweg4.php"" target=""_blank"" title=""Kita ansehen""><b>kita mondrianweg</b></a>"
480,kita mondrianweg,"22115 Hamburg, Mondrianweg 4",125
481,kinderhaus st. nicolaus,"22115 Hamburg, Mümmelmannsberg 73",108
482,kath. kindertagesstätte st. stephanus,"22115 Hamburg, Oskar-Schlemmer-Straße 6",50
483,kinderhaus mümmelmaus,"22115 Hamburg, Paul-Klee-Straße 3",0
484,kinderland mümmelmannsberg `heinrich braune kinderhaus´,"22115 Hamburg, Rahewinkel 7a",<br/>
485,kita billstedter hauptstraße,"22117 Hamburg, Billstedter Hauptstr. 112","<a href=""../hamburg/22117/druckerstrrasse19.php"" target=""_blank"" title=""Kita ansehen""><b>kita druckerstraße</b></a>"
486,kita druckerstraße,"22117 Hamburg, Druckerstraße 19","<a href=""../hamburg/22117/moellnerlandstrasse266.php"" target=""_blank"" title=""Kita ansehen""><b>kita möllner landstraße</b></a>"
487,kita möllner landstraße,"22117 Hamburg, Möllner Landstraße 266","<a href=""../hamburg/22117/oejendorferhoehe2.php"" target=""_blank"" title=""Kita ansehen""><b>kita Öjendorfer höhe</b></a>"
488,kita Öjendorfer höhe,"22117 Hamburg, Öjendorfer Höhe 2","<a href=""../hamburg/22117/barsbuettelerweg36.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte  `am Öjendorfer park´</b></a>"
489,kindertagesstätte  `am Öjendorfer park´,"22117 Hamburg, Barsbütteler Weg 36",0
490,spiel-werk-stadt schleemer bach,"22117 Hamburg, Schleemer Weg 8","<a href=""../hamburg/22117/archenholzstrasse55.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der schule archenholzstraße</b></a>"
491,kita in der schule archenholzstraße,"22117 Hamburg, Archenholzstraße 55","<a href=""../hamburg/22117/moellnerlandstrasse86.php"" target=""_blank"" title=""Kita ansehen""><b>kitaspielpilot</b></a>"
492,kitaspielpilot,"22117 Hamburg, Möllner Landstraße 86",25
493,spielgruppe kirchsteinbek,"22117 Hamburg, Steinbeker Marktstraße 6a",20
494,kita sturmvogelweg,"22119 Hamburg, Sturmvogelweg 7","<a href=""../hamburg/22119/stoltenstrasse52.php"" target=""_blank"" title=""Kita ansehen""><b>awo kita stoltenstraße</b></a>"
495,awo kita stoltenstraße,"22119 Hamburg, Stoltenstraße 52",85
496,kita böcklerstraße,"22119 Hamburg, Böcklerstraße 33","<a href=""../hamburg/22119/dietzweg6.php"" target=""_blank"" title=""Kita ansehen""><b>kita dietzweg</b></a>"
497,kita dietzweg,"22119 Hamburg, Dietzweg 6","<a href=""../hamburg/22119/hermannstal88.php"" target=""_blank"" title=""Kita ansehen""><b>kita hermannstal</b></a>"
498,kita hermannstal,"22119 Hamburg, Hermannstal 88","<a href=""../hamburg/22119/manshardtstrasse105f.php"" target=""_blank"" title=""Kita ansehen""><b>kita arche noah der kirchengemeinde philippus und rimbert</b></a>"
499,kita arche noah der kirchengemeinde philippus und rimbert,"22119 Hamburg, Manshardtstraße 105 f",95
500,spielhaus speckenreye,"22119 Hamburg, Speckenreye 39","<a href=""../hamburg/22119/dringsheide3a.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte dringsheide</b></a>"
501,kindertagesstätte dringsheide,"22119 Hamburg, Dringsheide 3a",140
502,kindertagesstätte frosch-kita,"22119 Hamburg, Graßmannweg 6",36
503,kita glückliche kids,"22119 Hamburg, Steinfeldtstraße 2","<a href=""../hamburg/22119/speckenreye11.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der schule speckenreye</b></a>"
504,kita in der schule speckenreye,"22119 Hamburg, Speckenreye 11","<a href=""../hamburg/22119/schiffbekerweg83.php"" target=""_blank"" title=""Kita ansehen""><b>kita schmusebacke - kita billstedt</b></a>"
505,kita schmusebacke - kita billstedt,"22119 Hamburg, Schiffbeker Weg 83",85
506,kita großlohering 14,"22143 Hamburg, Großlohering 14","<a href=""../hamburg/22143/grosslohering52e.php"" target=""_blank"" title=""Kita ansehen""><b>kita großlohering 52 e</b></a>"
507,kita großlohering 52 e,"22143 Hamburg, Großlohering 52 e","<a href=""../hamburg/22143/rahlstedterbahnhofstrasse43.php"" target=""_blank"" title=""Kita ansehen""><b>kita rahlstedter bahnhofstraße</b></a>"
508,kita rahlstedter bahnhofstraße,"22143 Hamburg, Rahlstedter Bahnhofstraße  43","<a href=""../hamburg/22143/massowerweg8.php"" target=""_blank"" title=""Kita ansehen""><b>ev.-luth. kindergarten oldenfelde und zweigstelle kinderinsel</b></a>"
509,ev.-luth. kindergarten oldenfelde und zweigstelle kinderinsel,"22143 Hamburg, Massower Weg 8","<a href=""../hamburg/22143/siekerlandstrasse5.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten der martinskirche</b></a>"
510,kindergarten der martinskirche,"22143 Hamburg, Sieker Landstraße 5","<a href=""../hamburg/22143/oldenfelderstrasse27.php"" target=""_blank"" title=""Kita ansehen""><b>kath. kindertagesstätte sonnenblume</b></a>"
511,kath. kindertagesstätte sonnenblume,"22143 Hamburg, Oldenfelderstraße 27",90
512,kindergarten buchwaldstraße `villa kunterbunt´,"22143 Hamburg, Buchwaldstraße 83",60
513,kinderhaus rahlstedt,"22143 Hamburg, Rahlstedter Straße 112",85
514,kindertagesstätte ´koboldwiesen`,"22143 Hamburg, Bei den Boltwiesen 1",95
515,waldkindergarten `wilde waldtrolle´,"22143 Hamburg, Eichberg 63","<a href=""../hamburg/22143/grosslohering13.php"" target=""_blank"" title=""Kita ansehen""><b>kita pusteblume (großlohering)</b></a>"
516,kita pusteblume (großlohering),"22143 Hamburg, Großlohering 13",<br/>
517,kita spitzbergenweg,"22145 Hamburg, Spitzbergenweg 40","<a href=""../hamburg/22145/dreieckskoppel13.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindertagesstätte dreieckskoppel</b></a>"
518,ev. kindertagesstätte dreieckskoppel,"22145 Hamburg, Dreieckskoppel 13","<a href=""../hamburg/22145/wildschwanbrook7.php"" target=""_blank"" title=""Kita ansehen""><b>ev.-luth. kindertagesstätte wildschwanbrook</b></a>"
519,ev.-luth. kindertagesstätte wildschwanbrook,"22145 Hamburg, Wildschwanbrook 7","<a href=""../hamburg/22145/meiendorferweg77.php"" target=""_blank"" title=""Kita ansehen""><b>freier waldorfkindergarten meiendorf</b></a>"
520,freier waldorfkindergarten meiendorf,"22145 Hamburg, Meiendorfer Weg 77",44
521,kindertagesheim `die urmelis´,"22145 Hamburg, Redderblock 43",165
522,kindergarten kim bim,"22145 Hamburg, Islandstraße 25",0
523,kindertagesstätte stapelfeld 'de lütten rackers',"
Schleswig-Holstein, 22145 Stapelfeld, Reinbeker Str. 4 a",94
524,kita bekassinenau,"22147 Hamburg, Bekassinenau 126","<a href=""../hamburg/22147/kamminerstrasse2.php"" target=""_blank"" title=""Kita ansehen""><b>kinderinsel außenstelle kita rahlstedt-oldenfelde</b></a>"
525,kinderinsel außenstelle kita rahlstedt-oldenfelde,"22147 Hamburg, Kamminer Straße 2","<a href=""../hamburg/22147/hermann-balk-strasse47.php"" target=""_blank"" title=""Kita ansehen""><b>kita rappelkiste</b></a>"
526,kita rappelkiste,"22147 Hamburg, Hermann-Balk-Straße 47",65
527,kita spatzennest,"22147 Hamburg, Anklamer Ring 58 a",35
528,kindertagesstätte rahlstedter weg,"22147 Hamburg, Rahlstedter Weg 89","<a href=""../hamburg/22147/bekassinenau32.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der schule bekassinenau</b></a>"
529,kita in der schule bekassinenau,"22147 Hamburg, Bekassinenau 32","<a href=""../hamburg/22147/nienhagenerstrasse156.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus nienhagener straße</b></a>"
530,kinderhaus nienhagener straße,"22147 Hamburg, Nienhagener Straße 156","<a href=""../hamburg/22147/nienhagenerstrasse156wald.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergruppe rahlstedt</b></a>"
531,waldkindergruppe rahlstedt,"22147 Hamburg, Nienhagener Straße 156","<a href=""../hamburg/22147/ampulverhof46.php"" target=""_blank"" title=""Kita ansehen""><b>kita am pulverhof</b></a>"
532,kita am pulverhof,"22147 Hamburg, Am Pulverhof 46",19
533,kita rahlstedter höhe,"22147 Hamburg, Ahrenshooper Straße 5","<a href=""../hamburg/22147/ahrenshooperstrasse2.php"" target=""_blank"" title=""Kita ansehen""><b>bilinguale kindertagesstätte `regenbogen´</b></a>"
534,bilinguale kindertagesstätte `regenbogen´,"22147 Hamburg, Ahrenshooper Straße 2",38
535,park-kita altrahlstedt,"22147 Hamburg, Scharbeutzer Straße 27",145
536,awo kita kielkoppelstraße,"22149 Hamburg, Kielkoppelstraße 16 a",75
537,ev. kindertagesstätte der markus-kirchengemeinde hohenhorst rahlstedt-ost,"22149 Hamburg, Kielkoppelstraße 51",50
538,ev. kita alt-rahlstedt haus lili,"22149 Hamburg, Pfarrstraße 21",80
539,kindertagesstätte des caritasverbandes,"22149 Hamburg, Liliencronstraße 111",120
540,kindertagesstätte `knirpse & co´,"22149 Hamburg, Schöneberger Straße 117",0
541,kindertagesstätte `radau´,"22149 Hamburg, Poppenspälerweg 3","<a href=""../hamburg/22149/koepenickerstrasse69.php"" target=""_blank"" title=""Kita ansehen""><b>die spielhaus galaxie</b></a>"
542,die spielhaus galaxie,"22149 Hamburg, Köpenicker Straße 69","<a href=""../hamburg/22149/liliencronstrasse130.php"" target=""_blank"" title=""Kita ansehen""><b>kinderkrippe kiwi-mäuse</b></a>"
543,kinderkrippe kiwi-mäuse,"22149 Hamburg, Liliencronstraße 130","<a href=""../hamburg/22149/rahlstedterstrasse64.php"" target=""_blank"" title=""Kita ansehen""><b>kita räuberhöhle rahlstedt</b></a>"
544,kita räuberhöhle rahlstedt,"22149 Hamburg, Rahlstedter Straße 64",22
545,musikkindergarten ton und klang,"22149 Hamburg, Kielkoppelstraße 9 b",<br/>
546,awo kita jonni birckholtz,"22159 Hamburg, Neusurenland 59",100
547,awo kita sonnenhügel,"22159 Hamburg, Berner Allee 66",50
548,waldorfkindergarten hamburg-farmsen,"22159 Hamburg, Rahlstedterweg 60",0
549,kita heuorts land,"22159 Hamburg, Heuorts Land 1","<a href=""../hamburg/22159/swebengrund10.php"" target=""_blank"" title=""Kita ansehen""><b>kita swebengrund</b></a>"
550,kita swebengrund,"22159 Hamburg, Swebengrund 10","<a href=""../hamburg/22159/tegelweg102.php"" target=""_blank"" title=""Kita ansehen""><b>kita tegelweg</b></a>"
551,kita tegelweg,"22159 Hamburg, Tegelweg 102","<a href=""../hamburg/22159/bramfelderweg23a.php"" target=""_blank"" title=""Kita ansehen""><b>kita farmsen-berne</b></a>"
552,kita farmsen-berne,"22159 Hamburg, Bramfelder Weg 23a",176
553,kath. kindergarten arche noah,"22159 Hamburg, Rahlstedter Weg 15",90
554,spielhaus farmsen,"22159 Hamburg, Am Luisenhof 16",0
555,kinderhaus berne e.v.,"22159 Hamburg, Meiendorfer Stieg 1",28
556,kindertagesstätte farmsen,"22159 Hamburg, August-Krogmann-Straße 100",155
557,kindertagesstätte trabrennbahn,"22159 Hamburg, Max-Herz-Ring 9",150
558,kita waldameisen berne,"22159 Hamburg, Lienaustraße 32",21
559,kinderhaus volksdorf e.v.,"22159 Hamburg, Berner Heerweg 512","<a href=""../hamburg/22159/bernerheerweg99.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der schule eckerkoppel</b></a>"
560,kita in der schule eckerkoppel,"22159 Hamburg, Berner Heerweg 99",<br/>
561,kindertagesstätte lummerland,"22159 Hamburg, Traberweg 9",160
562,die waldkinder hamburg,"22159 Hamburg, Krautgraben 21","<a href=""../hamburg/22159/august-krogmann-strass125.php"" target=""_blank"" title=""Kita ansehen""><b>kita hansekrümel</b></a>"
563,kita hansekrümel,"22159 Hamburg, August-Krogmann-Straße125",54
564,kita hohnerredder,"22175 Hamburg, Hohnerredder 12","<a href=""../hamburg/22175/tucholskyring41.php"" target=""_blank"" title=""Kita ansehen""><b>kita-simeonkirche bramfeld</b></a>"
565,kita-simeonkirche bramfeld,"22175 Hamburg, Tucholskyring 41",75
566,kath. kindergarten st. wilhelm,"22175 Hamburg, Hohnerkamp 18",60
567,naturkindergarten kokopelli,"22175 Hamburg, Carsten-Reimers-Stieg 1",120
568,kita anderheitsallee,"22175 Hamburg, Anderheitsallee 22",40
569,kita hohnerkamp,"22175 Hamburg, Hohnerkamp 67",50
570,kita fabriciusstraße,"22177 Hamburg, Fabriciusstraße 270","<a href=""../hamburg/22177/bramfelderchaussee202b.php"" target=""_blank"" title=""Kita ansehen""><b>evangelische kita osterkirche bramfeld</b></a>"
571,evangelische kita osterkirche bramfeld,"22177 Hamburg, Bramfelder Chaussee 202 b",70
572,kita thomaskirche,"22177 Hamburg, Fabriciusstraße 52",70
573,kita lilliputs,"22177 Hamburg, Bramfelder Chaussee 20 a",25
574,kita pusteblume (fabriciusstraße),"22177 Hamburg, Fabriciusstraße 126","<a href=""../hamburg/22177/heinrich-helbing-strasse48.php"" target=""_blank"" title=""Kita ansehen""><b>kita heinrich-helbing-straße</b></a>"
575,kita heinrich-helbing-straße,"22177 Hamburg, Heinrich-Helbing-Straße 48","<a href=""../hamburg/22177/bramfelderchaussee1-3.php"" target=""_blank"" title=""Kita ansehen""><b>kiku kinderland hamburg</b></a>"
576,kiku kinderland hamburg,"22177 Hamburg, Bramfelder Chaussee 1-3",86
577,bewegungskindergarten sonnenblume,"22179 Hamburg, Haldesdorfer Straße 108",0
578,kita hegholt,"22179 Hamburg, Hegholt 28","<a href=""../hamburg/22179/lohkoppel15.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte  ´lohkomotive`</b></a>"
579,kindertagesstätte  ´lohkomotive`,"22179 Hamburg, Lohkoppel 15",150
580,drk bildungshaus eenstock – kita und gbs,"22179 Hamburg, Eenstock 15",25
581,kinderhaus auenland,"22179 Hamburg, Fahrenkrön 119",27
582,kinderhaus hobbit,"22179 Hamburg, Fahrenkröhn 115",<br/>
583,kita city nord,"22297 Hamburg, Manilaweg 1","<a href=""../hamburg/22297/heilholtkamp94.php"" target=""_blank"" title=""Kita ansehen""><b>kita heilholtkamp</b></a>"
584,kita heilholtkamp,"22297 Hamburg, Heilholtkamp 94","<a href=""../hamburg/22297/bebelallee156a.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte der martin-luther-gemeinde</b></a>"
585,kindertagesstätte der martin-luther-gemeinde,"22297 Hamburg, Bebelallee 156 a",107
586,kindertagesstätte paul-gerhardt-gemeinde,"22297 Hamburg, Braamkamp 51",48
587,ev.-luth. kindertagesstätte in schiffbek & Öjendorf merkenstraße,"22297 Hamburg, Merkenstraße 4",112
588,kita mexikoring,"22297 Hamburg, Mexikoring 21-25",inklusion
589,kindertagesstätte am werner otto institut,"22297 Hamburg, Paul-Stritter-Weg 5 a",53
590,kita deelbögenkamp,"22297 Hamburg, Deelbögenkamp 4 a",65
591,spielhaus alsterdorf,"22297 Hamburg, Bilser Straße 35a",0
592,kindertagesstätte alsterklang,"22297 Hamburg, Maienweg 141",115
593,kindertagesstätte alsterberg,"22297 Hamburg, Maienweg 66 b","<a href=""../hamburg/22297/alsterdorferstrasse220.php"" target=""_blank"" title=""Kita ansehen""><b>kita alsterdorf</b></a>"
594,kita alsterdorf,"22297 Hamburg, Alsterdorfer Straße 220",85
595,villa luna `kita hamburg´,"22297 Hamburg, Kapstadtring 4",75
596,kinderzimmer rübenkamp,"22297 Hamburg, Überseering 10",0
597,kita grasweg,"22299 Hamburg, Grasweg 21",100
598,kath. kindergarten st. antonius,"22299 Hamburg, Lattenkamp 20",0
599,kinderladen raupe nimmersatt,"22299 Hamburg, Hainbuchenweg 5b",23
600,montessori-kinderhaus ´an der alster` e.v.,"22299 Hamburg, Sierichstraße 177",60
601,kindertagesstätte stadtparkknirpse,"22299 Hamburg, Ohlsdorfer Straße 30","<a href=""../hamburg/22299/himmelstrasse1b.php"" target=""_blank"" title=""Kita ansehen""><b>kinderladen himmelstraße</b></a>"
602,kinderladen himmelstraße,"22299 Hamburg, Himmelstraße 1b",17
603,kita `drachenkinderland´,"22299 Hamburg, Efeuweg 1",32
604,apoidea e.v.  krippe barmbeker straße,"22299 Hamburg, Barmbeker Straße 187","<a href=""../hamburg/22299/buchenstrasse3.php"" target=""_blank"" title=""Kita ansehen""><b>apoidea e.v. kita buchenstraße</b></a>"
605,apoidea e.v. kita buchenstraße,"22299 Hamburg, Buchenstraße 3","<a href=""../hamburg/22299/sierichstrasse183.php"" target=""_blank"" title=""Kita ansehen""><b>kita sierichstraße</b></a>"
606,kita sierichstraße,"22299 Hamburg, Sierichstraße 183",42
607,asb kita opitzstraße,"22301 Hamburg, Opitzstraße 17",60
608,kita maria-louisen-straße,"22301 Hamburg, Maria-Louisen-Straße 132","<a href=""../hamburg/22301/possmoorweg48.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kita matthäus winterhude-uhlenhorst</b></a>"
609,ev. kita matthäus winterhude-uhlenhorst,"22301 Hamburg, Poßmoorweg 48",110
610,kindertagesstätte ´akademie für kinder`,"22301 Hamburg, Poßmoorweg 21a",75
611,kita cäcilienstraße,"22301 Hamburg, Cäcilienstraße 1","<a href=""../hamburg/22301/dorotheenstrasse53.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus dorotheenstraße</b></a>"
612,kinderhaus dorotheenstraße,"22301 Hamburg, Dorotheenstraße 53",50
613,apoidea e.v. kinderhude,"22301 Hamburg, Maria-Louisen-Straße 133","<a href=""../hamburg/22301/gottschedstrasse2.php"" target=""_blank"" title=""Kita ansehen""><b>kita gottschedstraße</b></a>"
614,kita gottschedstraße,"22301 Hamburg, Gottschedstraße 2",18
615,kinderzimmer dorotheenstraße,"22301 Hamburg, Dorotheenstraße 46-50",0
616,kinderzimmer goldbek,"22301 Hamburg, Dorotheenstraße 82",0
617,kita jarrestraße,"22303 Hamburg, Jarrestraße 59","<a href=""../hamburg/22303/suedring40.php"" target=""_blank"" title=""Kita ansehen""><b>kita südring</b></a>"
618,kita südring,"22303 Hamburg, Südring 40","<a href=""../hamburg/22303/neckelmannstrasse1.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesheim epiphanien</b></a>"
619,kindertagesheim epiphanien,"22303 Hamburg, Neckelmannstraße 1",85
620,stiftung kindergärten finkenau `abraxas bilingual´,"22303 Hamburg, Stammannstraße 4",44
621,stiftung kindergärten finkenau `hoelderlinsallee´,"22303 Hamburg, Jarrestraße 10",60
622,stiftung kindergärten finkenau `pfützenracker´,"22303 Hamburg, Stammannstraße 10",40
623,kindertagesstätte `de lütten winterhuder´,"22303 Hamburg, Knickweg 13",60
624,kindertagesstätte `im stadtpark´,"22303 Hamburg, Hindenburgstraße 6 b","<a href=""../hamburg/22303/barmbekerstrasse62.php"" target=""_blank"" title=""Kita ansehen""><b>`spokis´ e.v.  bewegungskindergarten im vfl 93</b></a>"
625,`spokis´ e.v.  bewegungskindergarten im vfl 93,"22303 Hamburg, Barmbeker Straße 62","<a href=""../hamburg/22303/martin-haller-ring19.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte martin-haller-ring</b></a>"
626,kindertagesstätte martin-haller-ring,"22303 Hamburg, Martin-Haller-Ring 19","<a href=""../hamburg/22303/lorenzengasse6.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus knickweg e.v.</b></a>"
627,kinderhaus knickweg e.v.,"22303 Hamburg, Lorenzengasse 6",50
628,kita fröschlinge,"22303 Hamburg, Preystraße 8",14
629,kita hansekinder,"22303 Hamburg, Mühlenkamp 43",95
630,kinderladen rasselbande e. v.,"22303 Hamburg, Forsmannstrasse 22a","<a href=""../hamburg/22303/alter_gueterbahnhof15a.php"" target=""_blank"" title=""Kita ansehen""><b>stiftung kindergärten finkenau `alter güterbahnhof´</b></a>"
631,stiftung kindergärten finkenau `alter güterbahnhof´,"22303 Hamburg, Alter Güterbahnhof 15 A","halboffenen konzept, sprache, bauen, künstlerisches gestalten, natur und naturerleben, Ökologie"
632,kinderladen villa kunterbunt,"22303 Hamburg, Hanssensweg 19",27
633,kita hanse matzen,"22303 Hamburg, Hanssensweg 28",23
634,kita rübenkamp 15,"22305 Hamburg, Rübenkamp 15","<a href=""../hamburg/22305/laemmersieth65.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten der ev.-luth. gemeinde st. bonifatius</b></a>"
635,kindergarten der ev.-luth. gemeinde st. bonifatius,"22305 Hamburg, Lämmersieth 65",25
636,kindertagesstätte der ev.-luth. kirchengemeinde nord-barmbek,"22305 Hamburg, Schwalbenstraße 32",80
637,kita tieloh,"22305 Hamburg, Steilshooper Straße 120",40
638,kinderzimmer seebek,"22305 Hamburg, Bramfelder Straße 153",0
639,kita hartzloh,"22307 Hamburg, Hartzloh 50","<a href=""../hamburg/22307/ruebenkamp123.php"" target=""_blank"" title=""Kita ansehen""><b>kita rübenkamp 123</b></a>"
640,kita rübenkamp 123,"22307 Hamburg, Rübenkamp 123","<a href=""../hamburg/22307/schlicksweg40.php"" target=""_blank"" title=""Kita ansehen""><b>kita schlicksweg</b></a>"
641,kita schlicksweg,"22307 Hamburg, Schlicksweg 40","<a href=""../hamburg/22307/hartzlohplatz17.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte st. gabriel</b></a>"
642,kindertagesstätte st. gabriel,"22307 Hamburg, Hartzlohplatz 17",40
643,kita `die kleinen strolche´,"22307 Hamburg, Steilshooper Straße 242 a",40
644,spielhaus langenfort,"22307 Hamburg, Langenfort 69",0
645,kita rübennasen an der asklepios klinik barmbek,"22307 Hamburg, Rübenkamp 220",66
