,kita_name,kita_address,kita_spots
1381,kita kleiner stern,"13125 Berlin, Achillesstr. 75",24
1382,"kindergarten ""naseweis in der lachenden kiste""","13125 Berlin, Waldheimer Str. 18/20",220
1383,kita krümelkiste,"13125 Berlin, Pfannschmidtstraße 2",99
1384,kita 'röländer',"13125 Berlin, Röländer Straße 46",90
1385,kindergarten 'kleine schlaufüchse',"13125 Berlin, Walter-Friedrich-Str. 20-22",175
1386,kindergarten pfannschmidtstraße,"13125 Berlin, Pfannschmidtstr. 70",100
1387,die kleinen pankgrafen,"13125 Berlin, Pankgrafenstraße 12 D",15
1388,kita kleine glückspilze,"13125 Berlin, Hobrechtsfelder Chaussee 162-164",50
1389,kindergarten tausendfüßer,"13125 Berlin, Straße 43 Nr. 13 A",100
1390,kita campussterne,"13125 Berlin, Robert-Rössle-Str. 10",58
1391,kindergarten kleine raupe nimmersatt,"13125 Berlin, Lindenberger  Weg 26",155
1392,kindergarten busonistraße,"13125 Berlin, Busonistr. 145",110
1393,waldkindergarten waldkind,"13125 Berlin, Wiltbergstr. 29a",18
1394,ib-kindertagesstätte friedrich-richter-straße,"13125 Berlin, Friedrich-Richter-Str. 036",170
1395,kita karower knirpse,"13125 Berlin, Bahnhofstr. 53",75
1396,kindergarten sonnenblume hofzeichendamm,"13125 Berlin, Hofzeichendamm 1",100
1397,kita orgelpfeifen,"13125 Berlin, Münchehagenstraße 43",100
1398,bik e. v. kita 'entdeckerland',"13125 Berlin, Sägebockweg 107",100
1399,bucher spatzen,"13125 Berlin, Wiltbergstr.30",30
1400,kindergarten-filiale  integrations-kita  achillesstraße 68,"13125 Berlin, Achillesstr. 68",30
1401,piratenkids,"13125 Berlin, Blankenburger Chaussee 88-89",125
1402,kita glückglück,"13125 Berlin, Karower Chaussee 169 B",70
1403,integrationskita karow kidz,"13125 Berlin, Gatterweg 17",99
1404,kita 'die insel' der jao ggmbh,"13127 Berlin, Nantesstraße 69",90
1405,kleiner fratz,"13127 Berlin, Triftstr. 27B",40
1406,kita französich-buchholz,"13127 Berlin, Schönhauserstr.113",25
1407,kindergarten schützenstraße,"13127 Berlin, Schützenstr. 133",85
1408,kleiner fratz,"13127 Berlin, Trifstr. 31",15
1409,kindergarten la cigale,"13127 Berlin, Matthieustr. 12",75
1410,mimmys mäuse,"13127 Berlin, Rosenthaler Weg 49",3
1411,kita spatzenhaus,"13127 Berlin, Eddastraße 46",65
1412,villa universum,"13127 Berlin, Bahnhof Str. 1",40
1413,asb-hugenottenhofkita berlin,"13127 Berlin, Hauptstraße 13a",0
1414,kita 'murmelstein' der jao ggmbh,"13127 Berlin, Schweizer Tal 18",110
1415,kita p.f. knirpse,"13127 Berlin, Rosenthaler Weg 41-45",40
1416,die kiezkrümel,"13127 Berlin, Pankower Str. 1",22
1417,evangelische kita buchholz,"13127 Berlin, Gartenstraße 16",50
1418,blankenburger wichtel,"13129 Berlin, Heinersdorfer Str. 200",68
1419,kindergarten 'spatzenburg',"13129 Berlin, Priesterstege Nr.6",80
1420, rehkidz,"13156 Berlin, Siegfriedstr. 11 C",25
1421,kita waldemarstraße,"13156 Berlin, Waldemarstraße 54-56",24
1422,kita paul und paula i,"13156 Berlin, Grabbeallee 44",40
1423,kita am brosepark,"13156 Berlin, Dietzgenstraße 33",60
1424,kita meilenstein,"13156 Berlin, Blankenburger Str.9-9a",50
1425,schillersternchen,"13156 Berlin, Schillerstraße 21-22",25
1426,kindergarten schlossparkzwerge,"13156 Berlin, Klothildestr. 21",75
1427,freie schule pankow e.v.,"13156 Berlin, Boris-Pasternak-Weg 009",86
1428,kita lotusbluete,"13156 Berlin, Tschaikowskistr. 13",24
1429,lara.berlin,"13156 Berlin, Hermann-Hesse-Str.55",70
1430,kita 'strauchwiese',"13156 Berlin, Lindenberger Straße 24",130
1431,kinderladen timpetu e.v,"13156 Berlin, Treskowstr.5",20
1432,waldkindergarten robin hood,"13156 Berlin, Dietzgenstraße 66",32
1433,schillerzwerge,"13156 Berlin, Schillerstraße 9",25
1434,kita 'kleine mimmi',"13156 Berlin, Dietzgenstraße 71",25
1435,kita d.kath.kirchengem. st. maria magdalena,"13156 Berlin, Boris-Pasternak-Weg 16-20",68
1436,wirbelwind,"13156 Berlin, Friedrich Engels Straße 45/47",100
1437,kita dietzgen-strolche,"13156 Berlin, Dietzgenstraße 66a",33
1438,kindertagesstätte ’pankower straße ’,"13156 Berlin, Pankower Str. 13",180
1439,kita- melodiekiste,"13156 Berlin, Dietzgenstr. 81",25
1440,kita grabbe-kogge,"13156 Berlin, Grabbeallee 45",97
1441,kita knirpsentreff,"13156 Berlin, Buchholzer Straße 87",60
1442,kita leo lausemaus,"13156 Berlin, Dietzgenstraße 43",25
1443,kita villa lobo,"13156 Berlin, Wilhelm-Wolff-Str. 15",84
1444,kita der ev. kirchengemeinde berlin-niederschönhausen,"13156 Berlin, Marthastr. 12",60
1445,boot-kita uhlandzwerge,"13158 Berlin, Uhlandstr. 33-35","psychomotorik/bewegung, integration/inklusion, musikalische früherziehung"
1446,evangelische kita wilhelmsruh,"13158 Berlin, Goethestr. 5",42
1447,tagesgroßpflege 'rosenthaler knirpse',"13158 Berlin, Hauptstr. 134",8
1448,kita 'gänseblümchen',"13158 Berlin, Goethestrasse 61",50
1449,klax-kindergarten igelnest,"13158 Berlin, Schönholzer Weg 17",70
1450,kita 'sauseschritt',"13158 Berlin, Dietzgenstraße 104",90
1451,kita fontanestraße,"13158 Berlin, Fontanestraße 83",99
1452,kita wiesenwichtel,"13158 Berlin, Wiesenwinkel 17",99
1453,tagesgroßpflege 'kleine spatzen',"13158 Berlin, Straße vor Schönholz 26a",5
1454,kita hertzstr.,"13158 Berlin, Hertzstraße 15",30
1455,kita sternenburg,"13158 Berlin, Edelweißstr. 27",55
1456,treehaus,"13158 Berlin, Hauptstr. 26",21
1457,krippe  sternenwiege,"13158 Berlin, Hauptstraße 27",16
1458,die waldläufer – waldkindergarten pankow e. v.,"13159 Berlin, Schildower Str. 20",40
1459, kita 'schwalbennest',"13159 Berlin, Hauptstr. 16",67
1460,kita der ev. kirchengem. alt-pankow,"13187 Berlin, Breite Str. 038",30
1461,ekt auenland e.v.,"13187 Berlin, Brehmestraße 60",19
1462,kinderladen spilemäuse,"13187 Berlin, Wolfshagenerstr.81",25
1463,kinderladen ratzefatze e.v,"13187 Berlin, Florapromenade 1",19
1464,kindergarten montessori-haus pestalozzistraße,"13187 Berlin, Pestalozzistr. 9-11",160
1465,kindergarten die kleinen strolche,"13187 Berlin, Neue Schönholzer Str. 25",80
1466,katholische kita st. georg,"13187 Berlin, Breite Str. 44",65
1467,kita am brennerberg,"13187 Berlin, Tiroler Straße 29",135
1468,kita der ev. kirchengem. martin-luther,"13187 Berlin, Pradelstr. 011",74
1469,kindertagesstätte clownfisch,"13187 Berlin, Maximilianstr. 6",22
1470,kita 'kleine leute ganz groß',"13187 Berlin, Florastraße 68",20
1471,kita zipfelmütze,"13187 Berlin, Görschstraße 15",110
1472,kita blumenkinder,"13187 Berlin, Florastr. 23",23
1473,gartenkinder e.v.,"13187 Berlin, Neumannstraße 73",25
1474,kleine florakinder,"13187 Berlin, Görschstr. 40",10
1475,kita vesaliusstraße,"13187 Berlin, Vesaliusstr. 068",190
1476,montessori kinderhaus sternenwiese,"13187 Berlin, Berliner Str. 128",60
1477,lara kita,"13187 Berlin, Schulstraße 30",139
1478,kita 'pankower wichtel' der jao ggmbh,"13187 Berlin, Dusekestr. 14-22",130
1479,kita 'villa sternenschiff',"13187 Berlin, Benjamin-Vogelsdorff-Str. 3",45
1480,kindergarten 'affenbande',"13187 Berlin, Mendelstraße 42",30
1481,kita 'mondschaukel',"13187 Berlin, Gaillardstraße 1",20
1482,kita sonnenblume2,"13187 Berlin, Schönholzer Str. 4d",80
1483,ekt simsalabim e.v,"13187 Berlin, Wilhelm - Kuhr Straße 83",16
1484,pankekinder e.v.,"13187 Berlin, Wollankstr.119",53
1485,kindergarten schlossparkspatzen,"13187 Berlin, Mendelstr. 49-51","integration, musiklalische früherziehung"
1486,kinderladen garuda e.v.,"13187 Berlin, Kreuzstraße 5",20
1487,stadtkinder pankow e. v.,"13187 Berlin, Rettigweg 4",18
1488,verbundkita pankow,"13187 Berlin, Wolfshagener Str. 68",15
1489,kinderladen krikelkrakel,"13187 Berlin, Breite Str. 7",22
1490,platanus kindergarten,"13187 Berlin, Berliner Straße 12",0
1491,kinderland ferdinand,"13187 Berlin, Brehmestraße 35",25
1492,freche fledermäuse - pankow,"13187 Berlin, Schönholzer Str. 2",18
1493,kita toblacher,"13187 Berlin, Toblacher Straße 42, Eingang Tiroler Straße",35
1494,junior 1 kita am bürgerpark,"13187 Berlin, Parkstraße 1",25
1495,kita 'piwi',"13187 Berlin, Wollankstraße 11",35
1496,ekt glückskind,"13187 Berlin, Görschstraße 11",26
1497,ina.kinder.garten granitzstraße,"13189 Berlin, Granitzstraße 38",0
1498,kindergarten der evangelischen hoffnungskirchengemeinde,"13189 Berlin, Elsa-Brändström-Straße 36",35
1499,klax-kindergarten 'wolkenhaus',"13189 Berlin, Asta-Nielsen-Str. 11",76
1500,klax-kindergarten  'schmetterlingshaus',"13189 Berlin, Neumannstraße 98b","<a href=""../berlin/13189/elsa-braendstroem15.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten junges gemüse e.v.</b></a>"
1501,kindergarten junges gemüse e.v.,"13189 Berlin, Elsa-Brändström-Str. 15",28
1502,klax-kindergarten  pusteblume,"13189 Berlin, Eschengraben 37",72
1503,little munchkins,"13189 Berlin, Trelleborger Straße 5",24
1504,kinderkrippe junges gemüse e.v.,"13189 Berlin, Binzstr. 51",13
1505,integrationskindergarten schneckenhaus,"13189 Berlin, Neumannstraße 7",186
1506,kindergarten wichtelhaus,"13189 Berlin, Thulestr. 48 - 52",65
1507,kita cheburashka - pankow,"13189 Berlin, Thulestr. 42",20
1508,kita der kath. kirchengem. st. georg,"13189 Berlin, Kissingenplatz 007",30
1509,kita anderland,"13189 Berlin, Herthastr. 6",35
1510,cheburashka,"13189 Berlin, Wisbyer Straße 36 - 37",32
1511,kita eigensinn,"13189 Berlin, Eschengraben 49",185
1512,kindertagesgroßpflege 'mm',"13189 Berlin, Jenny-Lind-Str. 10",4
1513,kinderladen sterntaler,"13189 Berlin, Dettelbacher Weg 28",45
1514,kita herthastrasse,"13189 Berlin, Herthastraße 6",30
1515,eventus-bildung e.v. - kita paradisvögel,"13347 Berlin, Reinickendorfer Strasse 11","integration, berliner bildungsprogramm"
1516,kindergarten liebenwalder str. 45,"13347 Berlin, Liebenwalder Str. 45",0
1517,doppelpünktchen,"13347 Berlin, Oudenarder Str. 1b",16
1518,ekt tausendfüssler e.v.,"13347 Berlin, Amsterdamer Str. 12",18
1519,akila e.v.,"13347 Berlin, Antonstr. 19",25
1520,ekt - die kleinen chaoten e.v.,"13347 Berlin, Utrechter Str. 036",15
1521,kita nazar ggmbh,"13347 Berlin, Nazarethkirchstr. 49a",45
1522,ekt - mädchenladen st. robert,"13347 Berlin, Hochstädter Str. 003",15
1523,deutscher kinderschutzbund e.v.,"13347 Berlin, Amsterdamer Str. 013",80
1524,kita wunderland,"13347 Berlin, Gerichtstr. 40",30
1525,kita paradiesvögel,"13347 Berlin, Plantagenstr.9",60
1526,schlösschen - mitte,"13347 Berlin, Reinickendorfer Str. 99",45
1527,kinderladen zauberhaus,"13347 Berlin, Reinickendorferstr.30",25
1528,kita plapperfisch,"13347 Berlin, Seestr. 62",45
1529,kita ringelblume,"13347 Berlin, Reinickendorfer Str. 32",64
1530,kita paradiesvögel - elstern,"13347 Berlin, Schönwalder Straße 17",50
1531,outlaw ggmbh kita am nettelbeckplatz,"13347 Berlin, Reinickendorfer Straße 110a",92
1532,kindertagespflege löwrick und kreft,"13347 Berlin, Hochstädterstr. 17",8
1533,evangelische kita nazareth,"13347 Berlin, Nazarethkirchstraße 50",48
1534,kita tipi,"13347 Berlin, Prinz - Eugen - Str. 16",20
1535,umpa lumpa int. kila ggmbh,"13347 Berlin, Reinickendorfer Straße 63",25
1536,ekt am schillerpark,"13349 Berlin, Türkenstraße 15 und 4",26
1537,primavera,"13349 Berlin, Glasgower Str. 25",25
1538,kindergarten edinburger str. 38,"13349 Berlin, Edinburger Str. 38",45
1539,kita poco loco,"13349 Berlin, Dublinerstraße 8",20
1540,ekt - kleine himmelswolke e.v.,"13349 Berlin, Türkenstrasse 5",19
1541,ekt - 'gänseblümchen' e.v.,"13349 Berlin, Glasgower Str. 26",15
1542,montessori-kinderladen wedding e.v.,"13349 Berlin, Edinburger Str. 39",20
1543,kita plapperfrosch,"13349 Berlin, Edinburger Str. 13",25
1544,kindertagesstätte paul gerhardt stift,"13349 Berlin, Müllerstraße 56-58",38
1545,evangelische kita kornelius,"13349 Berlin, Dubliner Straße 29",55
1546,kita piya,"13349 Berlin, Barfusstr. 13",25
1547,johemi kita ofener straße,"13349 Berlin, Ofener Straße 15",25
1548,ekt berliner stadtmäuse e. v.,"13351 Berlin, Transvaalstr.20",24
1549,deutsch-französischer kindergarten,"13351 Berlin, Afrikanische Str. 121",146
1550,kindergarten ghanastr. 13,"13351 Berlin, Ghanastr. 13",75
1551,kita sari,"13351 Berlin, Transvaalstr. 43",25
1552,tüte mücken e.v.,"13351 Berlin, Togostr. 78",60
1553,piratenkids ggmbh,"13351 Berlin, Otawistraße 27",62
1554,kindertagesstätte knirpsmaus,"13351 Berlin, Kongostraße 46",41
1555,ekt bäumchen e.v.,"13353 Berlin, Brüsseler Str. 38",18
1556,kita 'bunter stern',"13353 Berlin, Tegeler Straße 6",45
1557,kinderladen  frischlinge,"13353 Berlin, Tegeler Str. 44",13
1558,ev. osterkita,"13353 Berlin, Sprengelstrasse 35",85
1559,eikita hinterhof - tiger e.v.,"13353 Berlin, Fehmarner Str. 009",0
1560,ekt eisbbär / pustebär,"13353 Berlin, Sparrstr.19/20",30
1561,ina.kinder.garten brüsseler straße,"13353 Berlin, Brüsseler Straße 30",90
1562,ina.kinder.garten augustenburger platz,"13353 Berlin, Augustenburger Platz 1",118
1563,kinderhaus in der ev. kapernaum-gemeinde,"13353 Berlin, Seestraße 35",60
1564,kinderladen krümelbande,"13353 Berlin, Lütticher Straße 5",13
1565,kita an der beuth hochschule für technik berlin,"13353 Berlin, Triftstraße 67",0
1566,kita paradiesvögel,"13353 Berlin, Genterstr. 24",29
1567,kita freche früchte,"13353 Berlin, Triftstraße 61",19
1568,kita paradiesvögel,"13353 Berlin, Sparrstr.26",25
1569,eikita hinterhof-tiger e.v.,"13353 Berlin, Sprengelstr. 33",25
1570,kita wolke 7,"13353 Berlin, Sparrstr 22",25
1571,kinderladen sonnenblume e.v.,"13353 Berlin, Fehmarner Straße 14",18
1572,kita sachensucher,"13353 Berlin, Antwerpener Str. 40",103
1573,kita paradiesvögel,"13353 Berlin, Sparrstraße 25",60
1574,kita gipfelstürmer,"13353 Berlin, Triftstraße 67",180
1575,kita arif und alina,"13353 Berlin, Burgsdorfstr. 13 A","sprachförderung, musik, sport, vorschularbeit"
1576,kita wattstraße,"13355 Berlin, Wattstraße 16",75
1577,kita morgenland e.v.,"13355 Berlin, Brunnenstraße 70/71",45
1578,kita ackerstr. 60,"13355 Berlin, Ackerstr. 60",130
1579,kita st. sebastian,"13355 Berlin, Feldstr.20",55
1580,phorms education - campus berlin mitte und campus berlin süd,"13355 Berlin, Ackerstrasse 76",0
1581,ekt - oma's garten e.v.,"13355 Berlin, Stralsunder Str.7",76
1582,kita sternenhimmel,"13355 Berlin, Graunstraße 11A",118
1583,ei kila mauerspechte e.v,"13355 Berlin, Swinemünder Straße 64 (Swinemünder Brücke)",16
1584,die kleinen raketen,"13355 Berlin, Ramlerstr. 18",11
1585,kita kinderparadies,"13355 Berlin, Ackerstrasse 104",84
1586,kita kikado,"13355 Berlin, Demminer Straße 5",63
1587,kindertagespflege sonnenschein,"13355 Berlin, Ramler Straße 20",12
1588,evangelische kita am humboldthain,"13355 Berlin, Gustav-Meyer-Allee 2",70
1589,kinderhaus kunterbunt wedding,"13357 Berlin, Wiesenstraße 25",80
1590,stadtkinder e.v.,"13357 Berlin, Grüntaler Str. 8",60
1591,kinderladen flohzirkus e.v.,"13357 Berlin, Eulerstr. 010",18
1592,montessori-kinderhaus wedding e.v.,"13357 Berlin, Eulerstraße 18",19
1593,kindergarten auenland,"13357 Berlin, Zingster Straße 12",40
1594,kita silberstern,"13357 Berlin, Stettiner Str. 56",35
1595,kinderhütte wiesenstrasse e.v.,"13357 Berlin, Wiesenstrasse 28",20
1596,kindergarten exerzierstr. 32 a,"13357 Berlin, Exerzierstr. 32 a",131
1597,ekt - unsere zukunft e.v. kila spatzenkinder,"13357 Berlin, Bastianstr. 018",18
1598,ekt - jojo e.v.,"13357 Berlin, Schwedenstr. 3A",26
1599,kita paradiesvögel,"13357 Berlin, Stettiner Str. 8",83
1600,kita weltkinder,"13357 Berlin, Badstr. 12",82
1601,kita-kinderburg,"13357 Berlin, Badstraße 57/58",60
1602,kita ghislan,"13357 Berlin, Bastianstr. 21",22
1603,ekt - klapperkiste e.v.,"13359 Berlin, Soldiner Str.33",19
1604,kindergarten freienwalder str. 19 c,"13359 Berlin, Freienwalder Str. 19 c",115
1605,villa römer e.v.,"13359 Berlin, Wollankstrasse 61D",25
1606,der kinder-garten in der schwedenstraße,"13359 Berlin, Schwedenstraße 9a-b",0
1607,putte e.v.,"13359 Berlin, Prinzenallee 24,",30
1608,kita spielvielfalt,"13359 Berlin, Koloniestraße 24a",190
1609,ekt ministerne e. v.,"13359 Berlin, Sternstrasse 9",16
1610,ina.kinder.garten grüntaler straße,"13359 Berlin, Grüntaler Straße 34",0
1611,ekt - jahine nabane e.v.,"13359 Berlin, Biesentaler Str. 024",18
1612,kita fiorino,"13359 Berlin, Prinzenallee 45 C",33
1613,kita kleine kapitäne,"13359 Berlin, Wriezenerstr. 39",25
1614,evangelische kita stephanus,"13359 Berlin, Soldiner Straße 21",80
1615,kindertagesstätte schillingstraße,"13403 Berlin, Schillingstr. 16",20
1616,theater-und musikkindergarten 'lustige spatzen',"13403 Berlin, Auguste-Viktoria-Allee 14-15",140
1617,humanistische kita general-woyna-straße,"13403 Berlin, General Woyna-Straße 48",120
1618,vorschulgruppe schillingstraße,"13403 Berlin, Schillingstraße 15",25
1619,ev. kita albert-schweitzer,"13403 Berlin, Auguste-Viktoria-Allee 51",100
1620,kita rotbuchenweg,"13403 Berlin, Rotbuchenweg 18-22",106
1621,kita ollenhauer straße,"13403 Berlin, Ollenhauerstr. 48",45
1622,kita nemo,"13403 Berlin, Kögelstraße 4-5",105
1623,kita die kleinen grünschnäbel,"13403 Berlin, Eichborndamm 39",25
1624,zicke zacke hort e.v. / kita,"13403 Berlin, Blankestraße 11",33
1625,ekt - wilde wiese e.v.,"13405 Berlin, Kurt-Schumacher-Damm 041",85
1626,kita hakuna matata,"13405 Berlin, Scharnweberstraße 50/51",50
1627,kita uranuskids,"13405 Berlin, Uranusweg 3",60
1628,kita simba,"13405 Berlin, Scharnweberstr. 43",0
1629,kinderinsel alt-reinickendorf,"13407 Berlin, Alt-Reinickendorf 50-51",50
1630,die kleinen füchse,"13407 Berlin, Genfer Str. 33",65
1631,kindergarten alt- reinickdorf,"13407 Berlin, Schillerring 13",47
1632,ev. kita lutherhaus,"13407 Berlin, Baseler Str. 18",55
1633,ekt - die entdecker e.v.,"13407 Berlin, Holländerstr. 014",18
1634,ev. kita stegeweg,"13407 Berlin, Stegeweg 5/11",52
1635,ekg - gemeindezentrum schillerhöhe,"13407 Berlin, Brienzer Str. 022",15
1636,kita pirole reinickendorf,"13407 Berlin, Aroser Allee 152",24
1637,kinderinsel aroser allee,"13407 Berlin, Aroser Allee 151",50
1638,kita der evangeliumsgemeinde,"13409 Berlin, Hausotterplatz 3",55
1639,kinderladen rummel-bummel e.v.,"13409 Berlin, Hausotterstraße 53",15
1640,sommergarten,"13409 Berlin, Sommerstr. 28",63
1641,ekt - saftladen e.v.,"13409 Berlin, Herbststr. 026",18
1642,outlaw ggmbh kindertagesstätte mittelbruchzeile,"13409 Berlin, Mittelbruchzeile 78-84",180
1643,montessori-kinderhaus reinickendorf,"13409 Berlin, Sommerstraße 16","<a href=""../berlin/13409/amenderstr91.php"" target=""_blank"" title=""Kita ansehen""><b>kita fidibus</b></a>"
1644,kita fidibus,"13409 Berlin, Amendestr. 91",123
1645,kita kinderland,"13409 Berlin, Friedrich-Wilhelm-Str. 76",145
1646,kita mäusekiste,"13435 Berlin, Wilhelmsruher Damm 215A",48
1647,interkulturelle kita 'kalinka',"13435 Berlin, Senftenberger Ring 34",60
1648,kita der ev. kirchengem. am seggeluchbecken,"13435 Berlin, Finsterwalder Str. 66",70
1649,kita forumhaus,"13435 Berlin, Wilhelmsruher Damm 192",36
1650,evangelische kita regenbogen,"13435 Berlin, Senftenberger Ring 29",0
1651,kindertagesstätte  papageifisch,"13435 Berlin, Wittenauer Straße 7",25
1652,kita der ev. kirchengem. alt-wittenau,"13437 Berlin, Blunckstr. 014",105
1653,kita eichborndamm,"13437 Berlin, Eichborndamm 272",103
1654,kita in der scheune,"13437 Berlin, Alt-Wittenau 64",20
1655,kita der ev. kirchengem. alt-wittenau,"13437 Berlin, Spießweg 007",45
1656,outlaw ggmbh kita alt wittenau,"13437 Berlin, Alt-Wittenau 89",180
1657,ekg - dannenwalder weg 167,"13439 Berlin, Dannenwalder Weg 167",15
1658,kindertagesstätte container,"13439 Berlin, Schorfheidestr. 13",72
1659,ekt - hort im märkischen viertel e.v.,"13439 Berlin, Treuenbrietzener Str. 028",20
1660,elterninitiative spielgelände heinzegraben e.v.,"13439 Berlin, Königshorster Straße 11 A",16
1661,ekg - wilhelmsruher damm 161,"13439 Berlin, Wilhelmsruher Damm 161",17
1662,kita kinderinsel - lile aux enfants,"13439 Berlin, Tramper Weg 4",150
1663,kita schneckenhaus,"13465 Berlin, Walporzheimer Str. 18",36
1664,christl. montessori-kindertagesstätte,"13465 Berlin, Karmeliterweg 14",35
1665,kita ententeich e.v.,"13465 Berlin, Königsbacher Zeile 49",16
1666,ekt - kinderhaus frohnau e.v.,"13465 Berlin, Gutshofstr 10",28
1667,ekt wurzelkinder,"13465 Berlin, Staehleweg 46",30
1668,ekg - fuchssteinerweg 20,"13465 Berlin, Fuchssteinerweg 020",15
1669,ekt - maxizwerge e.v.,"13465 Berlin, Maximiliankorso 006",22
1670,kita knusperhaus frohnau e.v.,"13465 Berlin, Jostweg 5",25
1671,evangelische kita frohnau,"13465 Berlin, Markgrafenstraße 49","religionspädagogik, integration"
1672,kita villa flitzesternchen,"13467 Berlin, Schramberger Str. 8-10",69
1673,ekt - kleine nordlichter e.v.,"13467 Berlin, Berliner Str. 78",12
1674,kita zwergenschloß,"13467 Berlin, Olafstr. 016",37
1675,ekt - waldorf-kindergarten hermsdorf e.v.,"13467 Berlin, Auguste-Viktoria-Straße 4",40
1676,ev. kindergarten klein & fein,"13467 Berlin, Wachsmuthstr. 24 - 28",20
1677,ekt 'kleine nordlichter e.v.',"13467 Berlin, Hermsdorfer Damm 192",15
1678,ekg - berliner str. 120,"13467 Berlin, Berliner Str. 120",16
1679,kita am fließ,"13467 Berlin, Seestr. 14",100
1680,waldkindergarten waldwichtel,"13467 Berlin, Waldparkplatz Schulzendorfer Str.",20
1681,sonnenkita-hermsdorf e.v.,"13467 Berlin, Berliner Straße 111",16
1682,kinderkrippe zwergenschloß,"13467 Berlin, Berliner Str. 88a",25
1683,knusperhäuschen e.v.,"13469 Berlin, Zehntwerderweg 173",20
1684,kita remmi-demmi in waidmannslust,"13469 Berlin, Waidmannsluster Damm 178",30
1685,ekg - zabel-krüger-damm 115,"13469 Berlin, Zabel-Krüger-Damm 115",15
1686,"ekt - ""welt für kinder""","13469 Berlin, Rue Racine 7/7A",120
1687,outlaw ggmbh kita waldshuter zeile,"13469 Berlin, Waldshuter Zeile 8",140
1688,kita lollipopp,"13469 Berlin, Nimrodstr. 39",34
1689,wunderkids reinickendorf,"13469 Berlin, Avenue Charles de Gaulle 35",120
1690,kita mohnblume,"13469 Berlin, Artemisstr. 4",30
1691,ekt - regenbogenkinder e.v.,"13503 Berlin, Sandhauser Str. 145",28
1692,ekt - heiligenseer spielspatzen e.v.,"13503 Berlin, Am Bärensprung 36",15
1693,kita igelkinder,"13503 Berlin, Am Bärensprung 36",24
1694,ekt - zwergenstube e.v./montessori-kinderhaus,"13503 Berlin, Am Bärensprung 42",28
1695,heiligenseer kinderstube,"13503 Berlin, Am Dachsbau 3 - 5",36
1696,ekg - dambockstr. 68,"13503 Berlin, Dambockstr. 068",15
1697,ekt - kleine pusteblume e.v.,"13503 Berlin, Am Bärensprung 36",30
1698,kita der ev. dorf-gemeinde heiligensee,"13503 Berlin, Alt-Heiligensee 045",45
1699,ekt - sonnenkäfer e.v.,"13503 Berlin, Dambockstr. 076",15
1700,kita der ev. jugend- u. fürsorgewerk ejf ggmbh,"13503 Berlin, Keilerstr. 015",115
1701,kita am südfeld,"13503 Berlin, Heiligenseestraße 63",84
1702,,"13507 Berlin, Schlieperstr. 027",11
1703,ekt - hokus pokus e.v.,"13507 Berlin, Alt- Tegel 37",45
1704,ekg - alt-tegel 37,"13507 Berlin, Werdohler Weg 81",0
1705,die waldräuber,"13507 Berlin, Brunowstr. 60",11
1706,ekt - kinderladen freche kinder e.v.,"13507 Berlin, Alt-Tegel 037",45
1707,kita der ev. kirchengem. alt-tegel,"13507 Berlin, Karolinenstraße 21",0
1708,klax-kindergarten seesterne,"13507 Berlin, Auguste-Viktoria-Allee 17",100
1709,kita albatros,"13509 Berlin, Tile-Brügge-Weg 49-53",36
1710,kita benjamin,"13509 Berlin, Oeserstraße 8",45
1711,kita apfelbäumchen,"13509 Berlin, Schubartstr. 44","<a href=""../berlin/13509/liebfrauenweg15_17.php"" target=""_blank"" title=""Kita ansehen""><b>st. joseph</b></a>"
1712,schubarts lieblingskinder,"13509 Berlin, Liebfrauenweg 15/17",60
1713,st. joseph,"13581 Berlin, Seeburger Str. 41",16
1714,ekt  'die seeburg' e.v.,"13581 Berlin, Seeburger Strasse 9-11",95
1715,frÖbel-kindergarten seeburger straße,"13581 Berlin, Brunsbütteler Damm 77",46
1716,kindervilla spandau,"13583 Berlin, Seegefelder Str. 116",45
1717,ev. kita klosterfelde,"13583 Berlin, Staakener Str. 7",10
1718,wichtelclub,"13583 Berlin, Burbacher Weg 002",15
1719,ekg - burbacher weg 2,"13583 Berlin, Spekteweg 63",105
1720,kita - am spektesee,"13583 Berlin, Henri-Dunant-Platz 5",80
1721,ev. kita jeremia,"13583 Berlin, Kandeler Weg 3",50
1722,kita grasfinken,"13583 Berlin, Seegefelder Straße 88",25
1723,wiesenpieper,"13585 Berlin, Kurstr. 013",15
1724,ekt - kaspar mütze e.v.,"13585 Berlin, Hohenzollernring 104",15
1725,ekt - spandauer kinderladen die knöpfe e.v.,"13585 Berlin, Jagowstraße 16a",24
1726,ekt - dreiecke und kreise e.v.,"13585 Berlin, Jagowstr. 017",15
1727,ekg - jagowstr. 17,"13585 Berlin, Jagowstr. 16",17
1728,ekt - kinderhaus gruberzeile e.v.,"13585 Berlin, Neuendorfer Str. 72",51
1729,oscar e.v.,"13585 Berlin, Kirchhofstraße 35",100
1730,villa purzelbaum,"13585 Berlin, Lasiuszeile 6",87
1731,kita lasiuszeile,"13587 Berlin, Gaismannshofer Weg 2",115
1732,ergänzende betreuung an der gs am eichenwald,"13587 Berlin, Wichernstraße 57",15
1733,waldfüchse spandau e.v.,"13587 Berlin, Wichernstr. 14",28
1734,ekg wichern,"13587 Berlin, Hohenzollernring 93",75
1735,asb-kita taka-tuka-land,"13587 Berlin, Schönwalder Allee 26",160
